Mod:Item:MetaData, Localized Name
forestry:fence.gates.fireproof.lime:0, Калитка из липы (огнестойкость)
forestry:fence.gates.chestnut:0, Калитка из каштана
forestry:fence.gates.fireproof.chestnut:0, Калитка из каштана (огнестойкость)
forestry:fence.gates.wenge:0, Калитка из дерева Венге
forestry:fence.gates.fireproof.wenge:0, Калитка из дерева Венге (огнестойкость)
forestry:fence.gates.baobab:0, Калитка из баобаба
forestry:fence.gates.fireproof.baobab:0, Калитка из баобаба (огнестойкость)
forestry:fence.gates.sequoia:0, Калитка из секвойи
forestry:fence.gates.fireproof.sequoia:0, Калитка из секвойи (огнестойкость)
forestry:fence.gates.kapok:0, Калитка из хлопкового дерева
forestry:fence.gates.fireproof.kapok:0, Калитка из хлопкового дерева (огнестойкость)
forestry:fence.gates.ebony:0, Калитка из мирта
forestry:fence.gates.fireproof.ebony:0, Калитка из мирта (огнестойкость)
forestry:fence.gates.mahogany:0, Калитка из красного дерева
forestry:fence.gates.fireproof.mahogany:0, Калитка из красного дерева (огнестойкость)
forestry:fence.gates.balsa:0, Калитка из бальзы
forestry:fence.gates.fireproof.balsa:0, Калитка из бальзы (огнестойкость)
forestry:fence.gates.willow:0, Калитка из ивы
forestry:fence.gates.fireproof.willow:0, Калитка из ивы (огнестойкость)
forestry:fence.gates.walnut:0, Калитка из орехового дерева
forestry:fence.gates.fireproof.walnut:0, Калитка из орехового дерева (огнестойкость)
forestry:fence.gates.greenheart:0, Калитка из гринхарта
forestry:fence.gates.fireproof.greenheart:0, Калитка из гринхарта (огнестойкость)
forestry:fence.gates.cherry:0, Калитка из вишнёвого дерева
forestry:fence.gates.fireproof.cherry:0, Калитка из вишнёвого дерева (огнестойкость)
forestry:fence.gates.mahoe:0, Калитка из гибискуса
forestry:fence.gates.fireproof.mahoe:0, Калитка из гибискуса (огнестойкость)
forestry:fence.gates.poplar:0, Калитка из тополя
forestry:fence.gates.fireproof.poplar:0, Калитка из тополя (огнестойкость)
forestry:fence.gates.palm:0, Калитка из пальмы
forestry:fence.gates.fireproof.palm:0, Калитка из пальмы (огнестойкость)
forestry:fence.gates.papaya:0, Калитка из дынного дерева
forestry:fence.gates.fireproof.papaya:0, Калитка из дынного дерева (огнестойкость)
forestry:fence.gates.pine:0, Калитка из сосны
forestry:fence.gates.fireproof.pine:0, Калитка из сосны (огнестойкость)
forestry:fence.gates.plum:0, Калитка из сливового дерева
forestry:fence.gates.fireproof.plum:0, Калитка из сливового дерева (огнестойкость)
forestry:fence.gates.maple:0, Калитка из клёна
forestry:fence.gates.fireproof.maple:0, Калитка из клёна (огнестойкость)
forestry:fence.gates.citrus:0, Калитка из цитрусового дерева
forestry:fence.gates.fireproof.citrus:0, Калитка из цитрусового дерева (огнестойкость)
forestry:fence.gates.giganteum:0, Калитка из гигантской секвойи
forestry:fence.gates.fireproof.giganteum:0, Калитка из гигантской секвойи (огнестойкость)
forestry:fence.gates.ipe:0, Калитка из муравьиного дерева
forestry:fence.gates.fireproof.ipe:0, Калитка из муравьиного дерева (огнестойкость)
forestry:fence.gates.padauk:0, Калитка из падука
forestry:fence.gates.fireproof.padauk:0, Калитка из падука (огнестойкость)
forestry:fence.gates.cocobolo:0, Калитка из кокоболо
forestry:fence.gates.fireproof.cocobolo:0, Калитка из кокоболо (огнестойкость)
forestry:fence.gates.zebrawood:0, Калитка из зебрано
forestry:fence.gates.fireproof.zebrawood:0, Калитка из зебрано (огнестойкость)
forestry:fence.gates.vanilla.fireproof.oak:0, Дубовая калитка (огнестойкость)
forestry:fence.gates.vanilla.fireproof.spruce:0, Еловая калитка (огнестойкость)
forestry:fence.gates.vanilla.fireproof.birch:0, Берёзовая калитка (огнестойкость)
forestry:fence.gates.vanilla.fireproof.jungle:0, Калитка из тропического дерева (огнестойкость)
forestry:fence.gates.vanilla.fireproof.acacia:0, Акациевая калитка (огнестойкость)
forestry:fence.gates.vanilla.fireproof.dark_oak:0, Калитка из тёмного дуба (огнестойкость)
forestry:stairs.larch:0, Ступеньки из лиственницы
forestry:stairs.teak:0, Ступеньки из тикового дерева
forestry:stairs.acacia:0, Ступеньки из акации
forestry:stairs.lime:0, Ступеньки из липы
forestry:stairs.chestnut:0, Ступеньки из каштана
forestry:stairs.wenge:0, Ступеньки из дерева Венге
forestry:stairs.baobab:0, Ступеньки из баобаба
forestry:stairs.sequoia:0, Ступеньки из секвойи
forestry:stairs.kapok:0, Ступеньки из хлопкового дерева
forestry:stairs.ebony:0, Ступеньки из мирта
forestry:stairs.mahogany:0, Ступеньки из красного дерева
forestry:stairs.balsa:0, Ступеньки из бальзы
forestry:stairs.willow:0, Ступеньки из ивы
forestry:stairs.walnut:0, Ступеньки из орехового дерева
forestry:stairs.greenheart:0, Ступеньки из гринхарта
forestry:stairs.cherry:0, Ступеньки из вишнёвого дерева
forestry:stairs.mahoe:0, Ступеньки из гибискуса
forestry:stairs.poplar:0, Ступеньки из тополя
forestry:stairs.palm:0, Ступеньки из пальмы
forestry:stairs.papaya:0, Ступеньки из дынного дерева
forestry:stairs.pine:0, Ступеньки из сосны
forestry:stairs.plum:0, Ступеньки из сливового дерева
forestry:stairs.maple:0, Ступеньки из клёна
forestry:stairs.citrus:0, Ступеньки из цитрусового дерева
forestry:stairs.giganteum:0, Ступеньки из гигантской секвойи
forestry:stairs.ipe:0, Ступеньки из муравьиного дерева
forestry:stairs.padauk:0, Ступеньки из падука
forestry:stairs.cocobolo:0, Ступеньки из кокоболо
forestry:stairs.zebrawood:0, Ступеньки из зебрано
forestry:stairs.fireproof.larch:0, Ступеньки из лиственницы (огнестойкость)
forestry:stairs.fireproof.teak:0, Ступеньки из тикового дерева (огнестойкость)
forestry:stairs.fireproof.acacia:0, Ступеньки из акации (огнестойкость)
